#Time	sumSignal	LR_Signal	TB_Signal 
0.000000	0.100000	0.000000	0.000000	0.000000	0.000000
0.300300	0.100000	1.694877	0.809571	0.998120	0.536305
0.600601	0.100000	2.066125	0.950472	0.122338	0.905308
0.900901	0.100000	0.913336	0.306324	-0.983126	0.991900
1.201201	0.100000	-0.743580	-0.590834	-0.242837	0.769068
1.501502	0.100000	-1.624104	-0.999989	0.953362	0.306324
1.801802	0.100000	-1.254605	-0.583196	0.359689	-0.251978
2.102102	0.105103	-0.190253	0.315291	-0.909275	-0.731675
2.402402	0.120117	0.663728	0.953362	-0.471137	-0.983126
2.702703	0.135131	0.854117	0.803997	0.851529	-0.927889
3.003003	0.150145	0.566816	-0.009434	0.575507	-0.583196
3.303303	0.165158	0.204015	-0.815073	-0.780990	-0.056575
3.603604	0.180170	-0.057697	-0.947497	-0.671231	0.487695
3.903904	0.195183	-0.280553	-0.297330	0.698719	0.879828
4.204204	0.210195	-0.486957	0.598419	0.756872	0.997498
4.504505	0.225206	-0.530044	0.999900	-0.605951	0.803997
4.804805	0.240217	-0.279224	0.575507	-0.831142	0.359689
5.105105	0.255228	0.156092	-0.324230	0.504080	-0.196825
5.405405	0.270237	0.486235	-0.956167	0.892926	-0.691939
5.705706	0.285247	0.525936	-0.798352	-0.394636	-0.971202
6.006006	0.300255	0.348220	0.018867	-0.941296	-0.947497
6.306306	0.315263	0.124339	0.820503	0.279263	-0.628220
6.606607	0.330270	-0.115236	0.944438	0.975524	-0.112969
6.906907	0.345277	-0.451400	0.288309	-0.159695	0.437523
7.207207	0.360282	-0.798822	-0.605951	-0.995098	0.851529
7.507508	0.375287	-0.792230	-0.999722	0.037728	0.999900
7.807808	0.390291	-0.122280	-0.567766	0.999722	0.836351
8.108108	0.405294	0.965342	0.333140	0.084806	0.411901
8.408408	0.420297	1.635686	0.958887	-0.989327	-0.141041
8.708709	0.435298	1.132862	0.792635	-0.206066	-0.649986
9.009009	0.450298	-0.404600	-0.028299	0.964070	-0.956167
9.309309	0.465297	-1.851971	-0.825859	0.324230	-0.964070
9.609610	0.480296	-1.982217	-0.941296	-0.924330	-0.671231
9.909910	0.495293	-0.581158	-0.279263	-0.437523	-0.169001
10.210210	0.510289	1.279659	0.613429	0.870704	0.385950
10.510511	0.525284	2.133678	0.999455	0.544243	0.820503
10.810811	0.540277	1.374828	0.559975	-0.803997	0.999099
11.111111	0.555270	-0.278006	-0.342020	-0.642788	0.866025
11.411411	0.570261	-1.492054	-0.961521	0.725212	0.462794
11.711712	0.585251	-1.478844	-0.786848	0.731675	-0.084806
12.012012	0.600240	-0.525485	0.037728	-0.635532	-0.605951
12.312312	0.615227	0.470497	0.831142	-0.809571	-0.938069
12.612613	0.630213	0.864957	0.938069	0.536305	-0.977555
12.912913	0.645197	0.677463	0.270192	0.875305	-0.712092
13.213213	0.660180	0.303833	-0.620852	-0.429020	-0.224491
13.513514	0.675162	0.011984	-0.999099	-0.927889	0.333140
13.813814	0.690142	-0.212921	-0.552134	0.315291	0.786848
14.114114	0.705120	-0.433209	0.350870	0.966534	0.995098
14.414414	0.720097	-0.545440	0.964070	-0.196825	0.892926
14.714715	0.735072	-0.384265	0.780990	-0.990658	0.512205
15.015015	0.750046	0.022635	-0.047154	0.075402	-0.028299
15.315315	0.765018	0.414167	-0.836351	0.999900	-0.559975
15.615616	0.779988	0.544585	-0.934759	0.047154	-0.916966
15.915916	0.794956	0.412999	-0.261097	-0.994120	-0.987909
16.216216	0.809923	0.190622	0.628220	-0.169001	-0.750672
16.516517	0.824887	-0.036451	0.998654	0.973406	-0.279263
16.816817	0.839850	-0.339411	0.544243	0.288309	0.279263
17.117117	0.854811	-0.711493	-0.359689	-0.938069	0.750672
17.417417	0.869770	-0.856763	-0.966534	-0.403286	0.987909
17.717718	0.884728	-0.392436	-0.775064	0.888639	0.916966
18.018018	0.899683	0.638175	0.056575	0.512205	0.559975
18.318318	0.914636	1.534831	0.841485	-0.825859	0.028299
18.618619	0.929587	1.421253	0.931365	-0.613429	-0.512205
18.918919	0.944536	0.111280	0.251978	0.750672	-0.892926
19.219219	0.959483	-1.511486	-0.635532	0.705437	-0.995098
19.519520	0.974427	-2.121736	-0.998120	-0.664208	-0.786848
19.819820	0.989370	-1.117855	-0.536305	-0.786848	-0.333140
20.120120	1.004310	0.767119	0.368475	0.567766	0.224491
20.420420	1.019248	2.045792	0.968911	0.856438	0.712092
20.720721	1.034184	1.751217	0.769068	-0.462794	0.977555
21.021021	1.049117	0.231456	-0.065991	-0.913161	0.938069
21.321321	1.064048	-1.241156	-0.846545	0.350870	0.605951
21.621622	1.078976	-1.613909	-0.927889	0.956167	0.084806
21.921922	1.093903	-0.859123	-0.242837	-0.233675	-0.462794
22.222222	1.100000	0.217853	0.642788	-0.984808	-0.866025
22.522523	1.100000	0.820651	0.997498	0.112969	-0.999099
22.822823	1.100000	0.772639	0.528318	0.998654	-0.820503
23.123123	1.100000	0.413369	-0.377229	0.009434	-0.385950
23.423423	1.100000	0.087970	-0.971202	-0.997498	0.169001
23.723724	1.100000	-0.146373	-0.763004	-0.131695	0.671231
24.024024	1.100000	-0.370328	0.075402	0.981356	0.964070
24.324324	1.100000	-0.534667	0.851529	0.251978	0.956167
24.624625	1.100000	-0.465271	0.924330	-0.950472	0.649986
24.924925	1.100000	-0.112332	0.233675	-0.368475	0.141041
25.225225	1.100000	0.316585	-0.649986	0.905308	-0.411901
25.525526	1.100000	0.538268	-0.996786	0.479437	-0.836351
25.825826	1.100000	0.470397	-0.520285	-0.846545	-0.999900
26.126126	1.100000	0.257913	0.385950	-0.583196	-0.851529
26.426426	1.100000	0.034966	0.973406	0.775064	-0.437523
26.726727	1.100000	-0.236071	0.756872	0.678194	0.112969
27.027027	1.100000	-0.604712	-0.084806	-0.691939	0.628220
27.327327	1.100000	-0.863249	-0.856438	-0.763004	0.947497
27.627628	1.100000	-0.606378	-0.920689	0.598419	0.971202
27.927928	1.100000	0.300595	-0.224491	0.836351	0.691939
28.228228	1.100000	1.337855	0.657126	-0.495909	0.196825
28.528529	1.100000	1.593600	0.995986	-0.897133	-0.359689
28.828829	1.100000	0.595406	0.512205	0.385950	-0.803997
29.129129	1.100000	-1.074365	-0.394636	0.944438	-0.997498
29.429429	1.100000	-2.105618	-0.975524	-0.270192	-0.879828
29.729730	1.100000	-1.569369	-0.750672	-0.977555	-0.487695
30.030030	1.100000	0.195951	0.094202	0.150375	0.056575
30.330330	1.100000	1.806088	0.861270	0.995986	0.583196
30.630631	1.100000	2.010248	0.916966	-0.028299	0.927889
30.930931	1.100000	0.747039	0.215288	-0.999455	0.983126
31.231231	1.100000	-0.883212	-0.664208	-0.094202	0.731675
31.531532	1.100000	-1.641142	-0.995098	0.987909	0.251978
31.831832	1.100000	-1.164105	-0.504080	0.215288	-0.306324
32.132132	1.100000	-0.082472	0.403286	-0.961521	-0.769068
